多边形1:
    98.858932,27.946833,0 
    98.856712,27.946115,0 
    98.852829,27.943134,0 
    98.849724,27.943594,0 
    98.847137,27.945662,0 
    98.843773,27.948877,0 
    98.840408,27.947731,0 
    98.834969,27.946587,0 
    98.832382,27.946129,0 
    98.829018,27.946131,0 
    98.822029,27.945904,0 
    98.819443,27.947052,0 
    98.814781,27.948431,0 
    98.810898,27.948433,0 
    98.805725,27.946598,0 
    98.801582,27.944534,0 
    98.798218,27.941322,0 
    98.793556,27.937651,0 
    98.788651,27.935339,0 
    98.787102,27.938553,0 
    98.78891,27.945208,0 
    98.789169,27.951405,0 
    98.789429,27.959898,0 
    98.790459,27.96793,0 
    98.795639,27.977341,0 
    98.797195,27.988586,0 
    98.796471,28.000002,0 
    98.799675,28.004528,0 
    98.799789,28.008188,0 
    98.799324,28.026291,0 
    98.796867,28.03849,0 
    98.785912,28.052055,0 
    98.771706,28.061123,0 
    98.760429,28.072861,0 
    98.755455,28.087645,0 
    98.759567,28.103338,0 
    98.7677,28.114807,0 
    98.770813,28.123201,0 
    98.773544,28.135954,0 
    98.766975,28.149632,0 
    98.754402,28.153389,0 
    98.742264,28.146143,0 
    98.733101,28.134697,0 
    98.719704,28.128626,0 
    98.711479,28.139137,0 
    98.705269,28.156012,0 
    98.697533,28.174067,0 
    98.698036,28.190542,0 
    98.698624,28.209532,0 
    98.69413,28.218929,0 
    98.700073,28.226795,0 
    98.707726,28.230953,0 
    98.712135,28.239544,0 
    98.710541,28.25493,0 
    98.71138,28.265213,0 
    98.709709,28.278311,0 
    98.708817,28.291388,0 
    98.713417,28.3057,0 
    98.725121,28.315023,0 
    98.733589,28.320305,0 
    98.738861,28.322922,0 
    98.747345,28.328661,0 
    98.753098,28.338362,0 
    98.747292,28.351795,0 
    98.743774,28.355547,0 
    98.737129,28.367168,0 
    98.732185,28.37508,0 
    98.725067,28.388315,0 
    98.720901,28.396208,0 
    98.715019,28.407351,0 
    98.710457,28.419374,0 
    98.707253,28.424952,0 
    98.704018,28.429384,0 
    98.698212,28.435026,0 
    98.692024,28.444799,0 
    98.689117,28.451744,0 
    98.681755,28.474146,0 
    98.675453,28.480484,0 
    98.672379,28.481936,0 
    98.656639,28.485762,0 
    98.637543,28.490126,0 
    98.628036,28.493793,0 
    98.621628,28.505175,0 
    98.622177,28.51478,0 
    98.622375,28.521418,0 
    98.626259,28.529568,0 
    98.63047,28.53977,0 
    98.629852,28.55353,0 
    98.629753,28.559027,0 
    98.626778,28.572386,0 
    98.623993,28.583447,0 
    98.622849,28.588514,0 
    98.620499,28.597046,0 
    98.61908,28.610365,0 
    98.619133,28.62067,0 
    98.616608,28.631727,0 
    98.614456,28.638193,0 
    98.610573,28.647448,0 
    98.604584,28.656067,0 
    98.597008,28.663811,0 
    98.592857,28.673073,0 
    98.593895,28.681522,0 
    98.596931,28.687405,0 
    98.606598,28.688316,0 
    98.617996,28.686434,0 
    98.628265,28.690077,0 
    98.638451,28.699678,0 
    98.651726,28.707827,0 
    98.66494,28.714142,0 
    98.687775,28.734224,0 
    98.688057,28.736361,0 
    98.685196,28.740484,0 
    98.683899,28.745985,0 
    98.678185,28.756985,0 
    98.679245,28.771635,0 
    98.675087,28.778511,0 
    98.670662,28.782412,0 
    98.667809,28.789742,0 
    98.667305,28.804398,0 
    98.665482,28.807604,0 
    98.655846,28.811741,0 
    98.653236,28.813807,0 
    98.652206,28.819988,0 
    98.651947,28.821363,0 
    98.654823,28.829145,0 
    98.659264,28.834402,0 
    98.669182,28.842859,0 
    98.669182,28.845379,0 
    98.65799,28.859135,0 
    98.650436,28.872198,0 
    98.646545,28.886396,0 
    98.648376,28.895784,0 
    98.65387,28.907682,0 
    98.650749,28.917074,0 
    98.652321,28.921194,0 
    98.659897,28.927593,0 
    98.659378,28.929886,0 
    98.649986,28.931959,0 
    98.645813,28.935629,0 
    98.644508,28.936546,0 
    98.64373,28.939981,0 
    98.634872,28.956938,0 
    98.63044,28.959919,0 
    98.629135,28.962439,0 
    98.631493,28.970451,0 
    98.631233,28.975031,0 
    98.655914,28.977783,0 
    98.657463,28.978722,0 
    98.660889,28.976931,0 
    98.672951,28.97411,0 
    98.699135,28.970093,0 
    98.702812,28.968765,0 
    98.706139,28.968956,0 
    98.725204,28.983389,0 
    98.728722,28.987196,0 
    98.741966,29.001291,0 
    98.754967,29.007607,0 
    98.765427,29.008028,0 
    98.778336,29.003119,0 
    98.787476,28.994867,0 
    98.797539,28.982925,0 
    98.804245,28.972218,0 
    98.808022,28.959749,0 
    98.81321,28.950453,0 
    98.814186,28.940348,0 
    98.812981,28.927094,0 
    98.817749,28.913225,0 
    98.821426,28.897783,0 
    98.82357,28.891315,0 
    98.825157,28.875925,0 
    98.825722,28.869268,0 
    98.829323,28.851536,0 
    98.832771,28.837244,0 
    98.836212,28.822721,0 
    98.840782,28.810692,0 
    98.848915,28.804295,0 
    98.855392,28.80298,0 
    98.866692,28.805664,0 
    98.876663,28.807692,0 
    98.884026,28.809557,0 
    98.895676,28.806961,0 
    98.904449,28.804209,0 
    98.916405,28.810991,0 
    98.922241,28.821833,0 
    98.927216,28.830175,0 
    98.937531,28.83448,0 
    98.949203,28.832561,0 
    98.961113,28.829952,0 
    98.970497,28.837715,0 
    98.973457,28.847942,0 
    98.974716,28.862112,0 
    98.97274,28.873161,0 
    98.964005,28.877062,0 
    98.955391,28.877066,0 
    98.950165,28.876749,0 
    98.938759,28.879116,0 
    98.926315,28.889297,0 
    98.91832,28.900049,0 
    98.915894,28.905382,0 
    98.915253,28.917542,0 
    98.915779,28.933334,0 
    98.918846,28.955013,0 
    98.918701,28.966244,0 
    98.920929,28.978325,0 
    98.928665,28.983158,0 
    98.936127,28.987539,0 
    98.949234,28.996809,0 
    98.961021,29.005426,0 
    98.970657,29.012268,0 
    98.986061,29.01964,0 
    98.999107,29.026619,0 
    99.011658,29.034523,0 
    99.018517,29.043955,0 
    99.019173,29.055622,0 
    99.015099,29.066271,0 
    99.009796,29.079473,0 
    99.005173,29.089451,0 
    98.997177,29.100435,0 
    98.992126,29.105614,0 
    98.98333,29.116159,0 
    98.977081,29.124577,0 
    98.968994,29.133041,0 
    98.962105,29.145826,0 
    98.960579,29.162592,0 
    98.961121,29.171053,0 
    98.962982,29.187267,0 
    98.972374,29.201906,0 
    98.982994,29.206202,0 
    99.00325,29.201529,0 
    99.00824,29.19429,0 
    99.015999,29.191559,0 
    99.021553,29.193239,0 
    99.026993,29.199274,0 
    99.031128,29.205349,0 
    99.037842,29.210205,0 
    99.053627,29.21229,0 
    99.067863,29.215332,0 
    99.082809,29.223394,0 
    99.092964,29.229298,0 
    99.098663,29.234865,0 
    99.104103,29.240669,0 
    99.106842,29.244028,0 
    99.10878,29.246954,0 
    99.112312,29.25112,0 
    99.116615,29.242363,0 
    99.11705,29.236864,0 
    99.112167,29.2106,0 
    99.116768,29.203897,0 
    99.118149,29.192432,0 
    99.113762,29.18013,0 
    99.113159,29.175329,0 
    99.109337,29.165764,0 
    99.109802,29.162098,0 
    99.113571,29.152889,0 
    99.110298,29.144234,0 
    99.111748,29.137117,0 
    99.11528,29.129515,0 
    99.116226,29.12355,0 
    99.115089,29.118071,0 
    99.114655,29.091293,0 
    99.113747,29.08375,0 
    99.114052,29.070467,0 
    99.117935,29.052559,0 
    99.123917,29.03508,0 
    99.124336,29.029123,0 
    99.124275,29.025232,0 
    99.125763,29.020403,0 
    99.125587,29.009647,0 
    99.12281,28.999611,0 
    99.124168,28.98723,0 
    99.125031,28.976231,0 
    99.130257,28.960594,0 
    99.131134,28.950739,0 
    99.130531,28.945709,0 
    99.131302,28.945013,0 
    99.127663,28.929951,0 
    99.130013,28.914352,0 
    99.129593,28.904745,0 
    99.124718,28.89382,0 
    99.1194,28.885876,0 
    99.118034,28.883837,0 
    99.113129,28.871082,0 
    99.112816,28.867882,0 
    99.111221,28.866072,0 
